fecha,satelite,cloud_cover,scene_id,RGB,SWIR,THERMAL,descargado
2026-03-22,landsat-8,26.51,LC08_L2SP_001073_20260322_02_T1,ok,ok,ok,2026-04-04 22:25
2026-03-14,landsat-9,16.87,LC09_L2SP_001073_20260314_02_T1,ok,ok,ok,2026-04-04 22:25
2026-03-06,landsat-8,9.64,LC08_L2SP_001073_20260306_02_T1,ok,ok,ok,2026-04-04 22:25
2026-02-26,landsat-9,2.27,LC09_L2SP_001073_20260226_02_T1,ok,ok,ok,2026-04-04 22:25
2026-02-18,landsat-8,33.75,LC08_L2SP_001073_20260218_02_T1,ok,ok,ok,2026-04-04 22:25
2026-02-10,landsat-9,9.23,LC09_L2SP_001073_20260210_02_T1,ok,ok,ok,2026-04-04 22:25
